,moped_component_id,substantial_completion_date_x,pre_annualized_crash_rate,post_annualized_crash_rate
1278,1541,2020-09-15 05:00:00+00:00,1.343448275862069,
1279,1542,2020-09-15 05:00:00+00:00,0.10745148993025337,0.4654101406955137
1280,1543,2019-04-05 05:00:00+00:00,0.22165615911717593,0.40881890099523105
1281,1544,2021-02-01 06:00:00+00:00,0.16110685989821594,0.6119721259662618
1282,1545,2022-12-02 06:00:00+00:00,0.14911375466370305,1.3733046864509197
1283,1547,2021-05-30 05:00:00+00:00,0.4475874393668624,0.48729779309578075
1284,1548,2020-09-15 05:00:00+00:00,0.17430814124010122,0.6432364051552837
1285,1549,2020-06-11 05:00:00+00:00,1.579744098035682,0.705399533274322
1286,1550,2019-06-25 05:00:00+00:00,0.19957653165767367,0.4730451675570665
1287,1551,2019-06-25 05:00:00+00:00,0.2413745628768896,
1288,1552,2019-08-07 05:00:00+00:00,0.20148700780112827,0.5368505979119015
1289,1554,2021-01-29 06:00:00+00:00,0.19327660284416415,0.6226736752379599
1290,1556,2020-09-01 05:00:00+00:00,0.14643925093132423,0.526454867575521
1291,1558,2022-02-28 06:00:00+00:00,0.17465621091449163,0.8836337244465949
1292,1559,2021-12-07 06:00:00+00:00,0.2005215481745814,
1293,1560,2020-03-17 05:00:00+00:00,0.20647583371988604,0.6040079481100892
1294,1561,2020-08-24 05:00:00+00:00,0.27875557439978194,0.5234370334985371
1295,1562,2019-10-01 05:00:00+00:00,0.2335047015263312,
1296,1563,2020-03-18 05:00:00+00:00,0.22977226748383806,0.36508267044271375
1297,1564,2019-08-12 05:00:00+00:00,0.19522080930004676,0.4853229396197584
1298,1565,2019-08-12 05:00:00+00:00,0.1453900121075415,
1299,1566,2022-08-19 05:00:00+00:00,0.3837835471301607,
1300,1568,2022-08-19 05:00:00+00:00,0.14780218853799593,
1301,1569,2022-08-19 05:00:00+00:00,0.08609902468250617,
1302,1570,2022-08-19 05:00:00+00:00,0.3837835471301607,
1303,1572,2022-08-19 05:00:00+00:00,0.1021142757295125,
1304,1573,2022-08-19 05:00:00+00:00,0.08609902468250617,
1305,1574,2020-05-05 05:00:00+00:00,0.15384075393552238,
1306,1575,2020-05-05 05:00:00+00:00,0.20276501371499767,0.4311811984141819
1307,1576,2020-05-05 05:00:00+00:00,0.19553671915398418,0.5078794901506373
1308,1577,2020-05-05 05:00:00+00:00,0.20276501371499767,0.4311811984141819
1309,1578,2020-05-05 05:00:00+00:00,0.2019815668202765,24.69295774647887
1310,1579,2020-05-05 05:00:00+00:00,0.2077530158078099,0.4770186667856108
1311,1582,2020-09-14 05:00:00+00:00,0.14068593622109166,
1312,1583,2020-09-14 05:00:00+00:00,0.14068593622109166,
1313,1584,2020-02-29 06:00:00+00:00,0.1929513423768466,0.3997264021887825
1314,1587,2020-09-14 05:00:00+00:00,0.14068593622109166,
1315,1590,2020-09-14 05:00:00+00:00,0.3467974838786248,1.1733369026904028
1316,1593,2020-09-14 05:00:00+00:00,0.16674419449166245,0.6612498248865804
1317,1594,2020-03-01 06:00:00+00:00,0.20688190314358537,0.4448030201546611
1318,1596,2020-01-20 06:00:00+00:00,0.18305976694649795,
1319,1597,2020-01-20 06:00:00+00:00,0.1984245552084748,
1320,1598,2020-01-20 06:00:00+00:00,0.16140079540433053,
1321,1601,2020-01-20 06:00:00+00:00,0.1984245552084748,
1322,1603,2019-10-30 05:00:00+00:00,0.18055240880723364,
1323,1605,2019-10-30 05:00:00+00:00,0.16617694451290022,0.37051439198613634
1324,1606,2019-10-30 05:00:00+00:00,0.27951914798635247,1.4335241210139003
1325,1607,2020-03-09 05:00:00+00:00,0.1174736334275874,
1326,1608,2020-03-09 05:00:00+00:00,0.2029495520107425,0.5874153990484487
1327,1609,2020-04-24 05:00:00+00:00,0.2820009650957053,
1328,1610,2020-03-09 05:00:00+00:00,0.17509517779171543,0.7898008829624291
1329,1611,2020-03-09 05:00:00+00:00,0.2923851772789433,
1330,1612,2020-03-09 05:00:00+00:00,0.2923851772789433,
1331,1613,2020-03-09 05:00:00+00:00,0.2923851772789433,
1332,1614,2020-03-09 05:00:00+00:00,0.2923851772789433,
1333,1617,2020-10-01 05:00:00+00:00,0.1842110793228602,
1334,1618,2021-11-02 05:00:00+00:00,0.15465499902965718,
1335,1631,2021-11-02 05:00:00+00:00,0.2281564769266807,1.6381984675761538
1336,1632,2020-03-05 06:00:00+00:00,0.316165332179182,0.49043303121852966
1337,1633,2020-03-05 06:00:00+00:00,0.316165332179182,0.49043303121852966
1338,1636,2020-03-05 06:00:00+00:00,0.15789473684210528,
1339,1637,2021-06-01 05:00:00+00:00,0.15542498076247957,2.7505491057420772
1340,1639,2021-06-01 05:00:00+00:00,0.09220671301896517,
1341,1640,2021-06-01 05:00:00+00:00,0.09220671301896517,
1342,1641,2021-06-01 05:00:00+00:00,0.28789122795494104,
1343,1643,2020-11-23 06:00:00+00:00,0.1494323412089598,1.9392089195646405
1344,1644,2020-11-23 06:00:00+00:00,0.12767630866031635,
1345,1645,2020-12-17 06:00:00+00:00,0.12661409134240403,
1346,1646,2020-11-23 06:00:00+00:00,0.14842130927709377,0.9618169848584596
1347,1647,2020-11-23 06:00:00+00:00,0.12767630866031635,
1348,1648,2020-11-11 06:00:00+00:00,0.1282141290039491,
